,nome,filtro,minucias,nfiq,nfiq2,qmap
1896,s1325_03[TZER].png.min,Thresh to Zero,96,2,11,0.683349609375
1897,f1291_09.png.min,No Filter,204,3,8,2.36474609375
1898,s1411_05.png.min,No Filter,85,5,8,1.155517578125
1899,s1377_08[BINA].png.min,Binary,68,1,56,3.1337890625
1900,s1365_07.png.min,No Filter,88,4,13,2.821533203125
1901,f1286_04[TZER].png.min,Thresh to Zero,127,3,22,1.829833984375
1902,f1392_10[TRUC].png.min,Trunc,133,2,23,1.04443359375
1903,s1471_01.png.min,No Filter,112,3,46,0.6044921875
1904,s1380_02[BINV].png.min,Binary Invert,55,5,24,1.849853515625
1905,f1361_10.png.min,No Filter,154,4,27,1.5146484375
1906,s1482_03[BINA].png.min,Binary,47,1,51,2.838623046875
1907,f1410_02[TOZI].png.min,Thresh to Zero Invert,179,3,28,2.75
1908,f1415_08[TRUC].png.min,Trunc,146,3,49,1.637451171875
1909,f1348_01.png.min,No Filter,137,2,45,0.392333984375
1910,s1259_08[BINV].png.min,Binary Invert,83,2,40,2.207763671875
1911,f1345_06.png.min,No Filter,119,1,54,1.13330078125
1912,s1333_08[TOZI].png.min,Thresh to Zero Invert,236,2,49,1.1298828125
1913,f1370_05[TOZI].png.min,Thresh to Zero Invert,177,3,43,1.715576171875
1914,f1276_01[TOZI].png.min,Thresh to Zero Invert,112,5,20,2.654052734375
1915,f1397_06[BINV].png.min,Binary Invert,115,2,35,2.131103515625
1916,s1478_07[TZER].png.min,Thresh to Zero,123,2,26,1.658935546875
1917,s1295_07[TRUC].png.min,Trunc,84,3,40,2.295166015625
1918,f1379_07.png.min,No Filter,178,3,39,1.157958984375
1919,s1473_08[TOZI].png.min,Thresh to Zero Invert,172,2,28,2.600341796875
1920,f1300_08[TOZI].png.min,Thresh to Zero Invert,134,4,16,0.1259765625
1921,f1451_06[BINV].png.min,Binary Invert,108,2,39,1.769775390625
1922,f1365_07[BINA].png.min,Binary,69,3,12,1.840576171875
1923,s1280_04[TRUC].png.min,Trunc,102,1,53,2.650634765625
1924,f1496_10.png.min,No Filter,185,2,16,2.7451171875
1925,s1316_09[TRUC].png.min,Trunc,110,2,50,0.135498046875
1926,f1499_01[BINA].png.min,Binary,63,5,18,1.0341796875
1927,s1313_03[TRUC].png.min,Trunc,114,3,38,1.661376953125
1928,f1487_04[BINV].png.min,Binary Invert,83,3,17,2.825927734375
1929,s1335_08[TOZI].png.min,Thresh to Zero Invert,254,3,35,2.161376953125
1930,s1382_08[BINV].png.min,Binary Invert,59,3,40,1.163818359375
1931,s1374_04[BINV].png.min,Binary Invert,104,2,32,2.664306640625
1932,s1406_03[TRUC].png.min,Trunc,35,2,51,0.32958984375
1933,f1336_10[TZER].png.min,Thresh to Zero,29,1,52,3.046630859375
1934,f1428_07[TZER].png.min,Thresh to Zero,51,2,25,2.242431640625
1935,f1477_07[BINV].png.min,Binary Invert,114,1,57,1.667724609375
1936,f1463_02[BINA].png.min,Binary,10,3,21,2.9375
1937,s1355_05[TRUC].png.min,Trunc,100,3,25,0.9423828125
1938,s1294_07[TOZI].png.min,Thresh to Zero Invert,104,4,24,2.658203125
1939,f1273_08[BINA].png.min,Binary,113,3,37,0.05419921875
1940,s1300_08[TOZI].png.min,Thresh to Zero Invert,163,3,33,0.8173828125
1941,s1468_09[TZER].png.min,Thresh to Zero,99,2,31,1.495361328125
1942,f1417_02[BINA].png.min,Binary,108,3,39,1.33740234375
1943,s1392_10[BINA].png.min,Binary,29,3,23,0.582275390625
1944,f1492_09[TRUC].png.min,Trunc,42,3,22,1.327392578125
1945,f1266_08[BINV].png.min,Binary Invert,44,3,26,1.4716796875
1946,f1434_03[TOZI].png.min,Thresh to Zero Invert,233,2,50,1.555908203125
1947,f1458_04[TOZI].png.min,Thresh to Zero Invert,147,3,18,0.988037109375
1948,s1265_06[TRUC].png.min,Trunc,133,4,25,2.259765625
1949,s1431_08[BINV].png.min,Binary Invert,69,1,50,2.115234375
1950,f1392_10[BINV].png.min,Binary Invert,65,3,23,2.5341796875
1951,s1483_05[TZER].png.min,Thresh to Zero,109,2,53,1.15380859375
1952,s1373_10[TOZI].png.min,Thresh to Zero Invert,286,2,48,2.46826171875
1953,s1494_04[TRUC].png.min,Trunc,144,5,19,2.393310546875
1954,f1278_06[TRUC].png.min,Trunc,102,3,32,2.869384765625
1955,s1364_05.png.min,No Filter,108,2,39,1.85107421875
1956,s1311_06[BINA].png.min,Binary,111,4,16,1.061279296875
1957,s1362_01[BINV].png.min,Binary Invert,123,5,10,0.32666015625
1958,f1317_07.png.min,No Filter,116,5,12,2.239013671875
1959,s1305_06[TZER].png.min,Thresh to Zero,54,5,11,2.5654296875
1960,s1500_07[TOZI].png.min,Thresh to Zero Invert,131,2,40,1.893798828125
1961,s1367_02[BINA].png.min,Binary,62,3,39,0.336181640625
1962,f1349_04.png.min,No Filter,119,1,53,0.90673828125
1963,s1274_04[TRUC].png.min,Trunc,38,1,51,0.27490234375
1964,s1360_02[TRUC].png.min,Trunc,103,3,27,0.684814453125
1965,f1265_06[TOZI].png.min,Thresh to Zero Invert,194,3,35,2.942138671875
1966,f1290_10.png.min,No Filter,79,2,48,2.361328125
1967,s1408_03.png.min,No Filter,137,3,41,1.531494140625
1968,s1437_07[TRUC].png.min,Trunc,101,3,12,1.4658203125
1969,s1421_04[BINV].png.min,Binary Invert,21,3,28,1.7099609375
1970,s1483_05[TOZI].png.min,Thresh to Zero Invert,114,3,28,2.95068359375
1971,f1438_09[TOZI].png.min,Thresh to Zero Invert,284,1,42,2.217041015625
1972,f1395_02[TRUC].png.min,Trunc,60,5,2,0.666015625
1973,f1359_03[BINV].png.min,Binary Invert,81,1,52,1.79833984375
1974,f1367_02[TRUC].png.min,Trunc,82,2,23,1.7509765625
1975,f1320_10.png.min,No Filter,130,3,36,2.142333984375
1976,s1397_06.png.min,No Filter,107,1,50,0.359130859375
1977,s1491_06[BINV].png.min,Binary Invert,93,3,35,2.544921875
1978,f1302_02.png.min,No Filter,148,1,36,1.36669921875
1979,f1461_07.png.min,No Filter,159,3,31,2.64501953125
1980,f1373_10[BINV].png.min,Binary Invert,95,2,24,1.872802734375
1981,f1481_02[TZER].png.min,Thresh to Zero,120,3,16,2.323486328125
1982,s1299_07[BINA].png.min,Binary,49,3,34,2.46044921875
1983,f1312_10[BINV].png.min,Binary Invert,40,4,20,2.4765625
1984,s1350_03[BINV].png.min,Binary Invert,108,4,25,1.701416015625
1985,f1305_06[BINV].png.min,Binary Invert,83,3,25,1.935791015625
1986,s1406_03.png.min,No Filter,154,2,36,0.573974609375
1987,f1318_05[TOZI].png.min,Thresh to Zero Invert,221,2,49,1.436767578125
1988,f1347_09.png.min,No Filter,178,5,255,2.718505859375
1989,f1433_07[TRUC].png.min,Trunc,60,2,42,2.632568359375
1990,s1317_07[BINA].png.min,Binary,125,3,9,0.748779296875
1991,s1395_02[TRUC].png.min,Trunc,47,2,25,2.14794921875
1992,f1378_08[TRUC].png.min,Trunc,141,3,13,2.24658203125
1993,s1467_09[TOZI].png.min,Thresh to Zero Invert,301,5,2,1.7060546875
1994,f1270_02[BINA].png.min,Binary,104,5,33,3.043701171875
1995,s1500_07[TRUC].png.min,Trunc,75,1,53,2.26953125
1996,s1261_07[BINV].png.min,Binary Invert,49,3,44,0.189697265625
1997,s1449_07[TRUC].png.min,Trunc,82,3,40,2.556396484375
1998,f1450_09[TRUC].png.min,Trunc,183,3,35,0.836669921875
1999,f1419_05[TZER].png.min,Thresh to Zero,123,2,30,0.470458984375
2000,f1467_09[BINA].png.min,Binary,118,2,29,0.07666015625
2001,s1477_07[BINV].png.min,Binary Invert,104,3,35,2.260986328125
2002,s1314_02[BINA].png.min,Binary,74,2,39,2.71240234375
2003,s1446_03[TRUC].png.min,Trunc,111,5,17,3.00146484375
2004,f1265_06[TRUC].png.min,Trunc,108,3,35,2.692626953125
2005,f1404_09[BINV].png.min,Binary Invert,72,5,27,0.78515625
2006,s1476_02[BINV].png.min,Binary Invert,57,2,29,1.48046875
2007,s1448_10.png.min,No Filter,19,5,19,2.5078125
2008,f1454_08.png.min,No Filter,202,3,42,1.43896484375
2009,f1403_05[BINA].png.min,Binary,145,2,42,1.30712890625
2010,f1270_02.png.min,No Filter,160,3,10,0.567626953125
2011,f1286_04.png.min,No Filter,128,2,40,1.418701171875
2012,f1441_02.png.min,No Filter,143,3,53,2.543212890625
2013,s1267_05.png.min,No Filter,101,3,39,2.1142578125
2014,s1319_01[BINV].png.min,Binary Invert,120,3,45,1.76171875
2015,s1272_01[BINV].png.min,Binary Invert,114,4,14,2.09228515625
2016,f1278_06[TZER].png.min,Thresh to Zero,106,4,31,2.45703125
2017,f1482_03.png.min,No Filter,139,2,57,2.053955078125
2018,s1265_06[BINV].png.min,Binary Invert,84,3,43,0.695556640625
2019,s1468_09.png.min,No Filter,93,1,48,2.093994140625
2020,f1460_06[TRUC].png.min,Trunc,54,1,43,2.958740234375
2021,s1339_04[TRUC].png.min,Trunc,122,3,32,0.195556640625
2022,s1466_09[BINA].png.min,Binary,48,2,49,2.956298828125
2023,f1299_07.png.min,No Filter,140,5,15,2.925048828125
2024,s1425_01[TZER].png.min,Thresh to Zero,85,1,48,2.384765625
2025,f1378_08[BINA].png.min,Binary,37,5,28,2.47119140625
2026,f1293_06.png.min,No Filter,149,2,33,1.494140625
2027,f1372_04.png.min,No Filter,113,1,55,2.68115234375
2028,s1387_02[TOZI].png.min,Thresh to Zero Invert,79,5,2,2.097412109375
2029,s1272_01.png.min,No Filter,99,2,42,1.818115234375
2030,s1316_09[TOZI].png.min,Thresh to Zero Invert,147,5,19,2.927001953125
2031,s1459_09[BINA].png.min,Binary,70,2,31,2.88232421875
2032,f1331_04[BINA].png.min,Binary,93,4,21,0.7080078125
2033,f1421_04.png.min,No Filter,138,3,41,2.638427734375
2034,s1498_03[BINV].png.min,Binary Invert,73,4,30,2.32275390625
2035,s1403_05[TOZI].png.min,Thresh to Zero Invert,146,5,13,1.761474609375
2036,f1364_05.png.min,No Filter,105,1,53,2.951416015625
2037,f1475_09[BINA].png.min,Binary,55,2,38,1.8623046875
2038,f1324_08.png.min,No Filter,98,5,12,0.875
2039,s1359_03[BINA].png.min,Binary,111,1,52,0.83935546875
2040,s1459_09.png.min,No Filter,100,5,6,1.389404296875
2041,f1477_07[BINA].png.min,Binary,96,2,37,2.393798828125
2042,s1434_03.png.min,No Filter,143,4,27,0.0703125
2043,f1317_07[BINV].png.min,Binary Invert,55,3,39,0.91357421875
2044,f1268_02[TOZI].png.min,Thresh to Zero Invert,225,1,13,2.8759765625
2045,s1487_04.png.min,No Filter,165,2,48,2.48388671875
2046,f1425_01[BINV].png.min,Binary Invert,124,2,38,1.763916015625
2047,s1284_05[TOZI].png.min,Thresh to Zero Invert,201,3,30,1.34228515625
2048,s1421_04[TOZI].png.min,Thresh to Zero Invert,273,2,47,2.7060546875
2049,f1413_07[BINV].png.min,Binary Invert,104,5,7,2.666748046875
2050,f1358_09[TZER].png.min,Thresh to Zero,132,2,47,2.750732421875
2051,f1372_04[TZER].png.min,Thresh to Zero,79,3,255,2.13427734375
2052,s1321_06[BINA].png.min,Binary,116,2,42,2.72216796875
2053,s1251_03[BINA].png.min,Binary,86,1,47,1.777099609375
2054,f1368_06[BINV].png.min,Binary Invert,57,5,16,1.637451171875
2055,s1369_07[BINV].png.min,Binary Invert,79,2,35,1.523193359375
2056,f1326_07[BINV].png.min,Binary Invert,69,3,19,2.041015625
2057,s1251_03[BINV].png.min,Binary Invert,93,2,40,0.997802734375
2058,f1292_07[BINA].png.min,Binary,113,5,40,2.1923828125
2059,f1311_06[BINV].png.min,Binary Invert,41,4,30,0.8173828125
2060,f1280_04[TOZI].png.min,Thresh to Zero Invert,145,1,51,0.668212890625
2061,f1424_10[TRUC].png.min,Trunc,142,1,52,0.74267578125
2062,s1480_02[BINV].png.min,Binary Invert,47,4,23,2.363037109375
2063,f1325_03[TRUC].png.min,Trunc,122,4,19,2.72265625
2064,f1376_08[TZER].png.min,Thresh to Zero,26,2,37,2.338623046875
2065,s1280_04[BINA].png.min,Binary,50,3,25,0.896240234375
2066,s1474_04[BINV].png.min,Binary Invert,57,2,33,0.69873046875
2067,f1289_09.png.min,No Filter,113,3,43,0.827392578125
2068,f1281_08[BINV].png.min,Binary Invert,107,3,40,1.796142578125
2069,s1453_07[BINV].png.min,Binary Invert,115,5,17,1.66015625
2070,f1444_01[BINV].png.min,Binary Invert,69,3,14,2.822021484375
2071,f1435_09[TZER].png.min,Thresh to Zero,29,3,5,2.861572265625
2072,f1281_08[TOZI].png.min,Thresh to Zero Invert,235,4,28,2.03955078125
2073,s1344_09[TOZI].png.min,Thresh to Zero Invert,203,2,47,0.059814453125
2074,s1303_10[TZER].png.min,Thresh to Zero,7,5,2,0.591552734375
2075,f1277_08[BINV].png.min,Binary Invert,82,2,47,2.353759765625
2076,s1335_08[BINA].png.min,Binary,51,5,10,1.521484375
2077,s1314_02.png.min,No Filter,109,1,49,2.9931640625
2078,s1468_09[BINA].png.min,Binary,96,2,47,0.53759765625
2079,s1402_04[TOZI].png.min,Thresh to Zero Invert,310,3,25,2.1513671875
2080,s1393_01[TOZI].png.min,Thresh to Zero Invert,318,2,29,1.637451171875
2081,s1264_05[TZER].png.min,Thresh to Zero,98,2,32,2.2978515625
2082,f1305_06[BINA].png.min,Binary,64,3,16,2.40185546875
2083,f1398_03.png.min,No Filter,108,3,18,2.495849609375
2084,f1397_06[BINA].png.min,Binary,89,2,34,2.259765625
2085,f1260_04[TZER].png.min,Thresh to Zero,9,2,33,2.7490234375
2086,s1469_04[BINA].png.min,Binary,90,1,44,2.71337890625
2087,f1396_07[TRUC].png.min,Trunc,0,1,51,2.6083984375
2088,f1284_05[TRUC].png.min,Trunc,81,1,60,2.08447265625
2089,s1403_05[BINV].png.min,Binary Invert,0,5,12,2.0576171875
2090,f1390_07[BINV].png.min,Binary Invert,4,3,47,0.8115234375
2091,s1480_02.png.min,No Filter,128,2,43,0.88720703125
2092,f1305_06[TOZI].png.min,Thresh to Zero Invert,198,3,23,1.698486328125
2093,s1319_01[TZER].png.min,Thresh to Zero,111,4,27,2.7822265625
2094,s1456_10[TOZI].png.min,Thresh to Zero Invert,200,4,17,1.3017578125
2095,f1389_08[TOZI].png.min,Thresh to Zero Invert,154,2,51,2.41943359375
2096,f1283_03.png.min,No Filter,173,3,23,2.622314453125
2097,f1358_09[TRUC].png.min,Trunc,55,4,30,2.36376953125
2098,f1442_07[TRUC].png.min,Trunc,69,2,33,0.83935546875
2099,s1331_04[BINV].png.min,Binary Invert,72,5,6,1.444580078125
2100,s1420_05.png.min,No Filter,135,3,16,2.006591796875
2101,s1332_10.png.min,No Filter,120,5,9,1.127197265625
2102,s1439_01[BINV].png.min,Binary Invert,86,2,34,2.328857421875
2103,s1444_01[TRUC].png.min,Trunc,102,2,19,0.9794921875
2104,s1423_10[BINA].png.min,Binary,8,4,34,0.796630859375
2105,s1452_01[BINA].png.min,Binary,68,3,24,1.690185546875
2106,s1425_01.png.min,No Filter,177,2,41,2.578125
2107,f1480_02[BINV].png.min,Binary Invert,67,3,12,0.523681640625
2108,s1451_06[TOZI].png.min,Thresh to Zero Invert,270,3,34,1.330322265625
2109,f1398_03[TOZI].png.min,Thresh to Zero Invert,240,2,41,1.931884765625
2110,s1482_03[TZER].png.min,Thresh to Zero,53,1,50,1.48046875
2111,f1332_10[TRUC].png.min,Trunc,79,3,13,1.8125
2112,s1494_04[BINV].png.min,Binary Invert,98,2,58,0.59521484375
2113,f1292_07[TZER].png.min,Thresh to Zero,120,3,20,1.55419921875
2114,s1479_10[TRUC].png.min,Trunc,134,3,27,1.9443359375
2115,f1269_04[BINV].png.min,Binary Invert,152,5,9,2.594482421875
2116,f1349_04[BINA].png.min,Binary,54,2,45,2.6982421875
2117,s1306_08[BINA].png.min,Binary,75,3,25,2.482666015625
2118,f1290_10[TRUC].png.min,Trunc,86,1,50,3.03173828125
2119,s1361_10.png.min,No Filter,129,2,21,1.521484375
2120,s1288_04[BINA].png.min,Binary,148,3,15,2.70068359375
2121,s1261_07[TZER].png.min,Thresh to Zero,95,2,47,2.6630859375
2122,f1307_03.png.min,No Filter,162,1,57,0.619873046875
2123,s1403_05[TRUC].png.min,Trunc,112,3,35,0.39697265625
2124,f1364_05[TOZI].png.min,Thresh to Zero Invert,231,1,60,2.56494140625
2125,f1256_07.png.min,No Filter,103,3,21,2.452880859375
2126,f1350_03.png.min,No Filter,89,2,39,2.087890625
2127,s1343_09[TRUC].png.min,Trunc,109,5,15,1.397705078125
2128,s1391_10[TOZI].png.min,Thresh to Zero Invert,237,2,51,1.10986328125
2129,s1273_08.png.min,No Filter,150,3,17,1.724853515625
2130,s1262_01[TRUC].png.min,Trunc,170,3,25,2.246826171875
2131,f1439_01.png.min,No Filter,120,1,45,1.385498046875
2132,s1478_07[BINV].png.min,Binary Invert,123,2,51,3.182373046875
2133,s1471_01[TRUC].png.min,Trunc,96,5,11,2.592529296875
2134,s1401_06[BINA].png.min,Binary,95,2,57,1.982666015625
2135,s1309_05[TZER].png.min,Thresh to Zero,110,2,44,2.4560546875
2136,f1398_03[BINV].png.min,Binary Invert,127,4,16,1.114990234375
2137,s1448_10[TRUC].png.min,Trunc,0,2,26,2.10986328125
2138,f1310_09[TZER].png.min,Thresh to Zero,112,2,47,2.64990234375
2139,s1284_05[BINV].png.min,Binary Invert,26,3,12,1.57568359375
2140,f1287_02[TZER].png.min,Thresh to Zero,56,3,24,0.1005859375
2141,f1368_06[BINA].png.min,Binary,67,2,43,1.473388671875
2142,s1339_04.png.min,No Filter,130,3,41,2.602294921875
2143,s1419_05[TOZI].png.min,Thresh to Zero Invert,149,2,10,0.838134765625
2144,f1452_01[TOZI].png.min,Thresh to Zero Invert,240,3,38,1.91357421875
2145,s1497_03.png.min,No Filter,157,3,25,1.548828125
2146,s1408_03[TRUC].png.min,Trunc,126,2,38,1.985595703125
2147,f1329_10[TOZI].png.min,Thresh to Zero Invert,199,5,8,2.058349609375
2148,s1490_08[BINV].png.min,Binary Invert,112,5,9,2.92333984375
2149,f1390_07[TRUC].png.min,Trunc,144,2,25,3.057861328125
2150,s1284_05.png.min,No Filter,141,1,48,1.574462890625
2151,s1369_07[TOZI].png.min,Thresh to Zero Invert,250,1,51,2.360595703125
2152,f1341_03[TOZI].png.min,Thresh to Zero Invert,266,3,21,2.782470703125
2153,s1352_08[TZER].png.min,Thresh to Zero,45,2,28,0.0703125
2154,f1407_04[TZER].png.min,Thresh to Zero,151,2,50,2.866455078125
2155,s1360_02[TZER].png.min,Thresh to Zero,83,2,42,2.45703125
2156,s1475_09.png.min,No Filter,172,2,27,1.43115234375
2157,f1420_05.png.min,No Filter,108,3,17,2.631591796875
2158,s1438_09[TOZI].png.min,Thresh to Zero Invert,221,2,31,1.93798828125
2159,f1305_06.png.min,No Filter,120,4,24,0.87158203125
2160,s1414_08[BINA].png.min,Binary,130,2,23,1.1064453125
2161,f1426_02[TRUC].png.min,Trunc,96,5,9,0.111572265625
2162,f1253_03[TRUC].png.min,Trunc,110,2,39,1.634521484375
2163,s1384_07[TOZI].png.min,Thresh to Zero Invert,256,1,48,2.865478515625
2164,f1447_03[TRUC].png.min,Trunc,71,1,54,1.2490234375
2165,s1499_01[TOZI].png.min,Thresh to Zero Invert,294,1,55,1.728759765625
2166,s1462_09[TOZI].png.min,Thresh to Zero Invert,195,4,15,1.31787109375
2167,s1331_04[BINA].png.min,Binary,61,2,49,2.3896484375
2168,f1324_08[TRUC].png.min,Trunc,10,5,10,1.534912109375
2169,s1362_01[TOZI].png.min,Thresh to Zero Invert,206,5,10,0.60400390625
2170,s1304_06[BINA].png.min,Binary,54,1,55,2.701904296875
2171,s1485_05[TRUC].png.min,Trunc,123,5,20,0.101318359375
2172,f1500_07[BINV].png.min,Binary Invert,78,1,50,1.477294921875
2173,f1288_04[TOZI].png.min,Thresh to Zero Invert,133,4,19,2.457763671875
2174,s1397_06[TZER].png.min,Thresh to Zero,2,5,10,0.858642578125
2175,f1456_10.png.min,No Filter,111,2,45,0.499267578125
2176,f1315_02[BINA].png.min,Binary,34,2,37,2.418212890625
2177,s1253_03.png.min,No Filter,91,3,40,2.8603515625
2178,f1370_05[BINA].png.min,Binary,72,3,42,2.19775390625
2179,s1267_05[TRUC].png.min,Trunc,92,5,27,2.063232421875
2180,f1384_07[TZER].png.min,Thresh to Zero,100,2,42,0.06884765625
2181,f1277_08.png.min,No Filter,108,3,53,2.221435546875
2182,s1297_09[TRUC].png.min,Trunc,126,5,16,2.511474609375
2183,s1498_03[BINA].png.min,Binary,63,2,20,1.644287109375
2184,f1411_05[TZER].png.min,Thresh to Zero,82,2,45,2.281494140625
2185,s1328_01.png.min,No Filter,193,2,50,1.890625
2186,f1381_01[BINV].png.min,Binary Invert,90,3,49,0.130615234375
2187,f1472_08.png.min,No Filter,212,2,42,0.9228515625
2188,f1302_02[TRUC].png.min,Trunc,92,3,37,0.0263671875
2189,s1478_07[TRUC].png.min,Trunc,78,3,36,0.52001953125
2190,s1436_09.png.min,No Filter,154,3,27,1.22607421875
2191,s1399_06.png.min,No Filter,149,3,13,2.00390625
2192,f1341_03[BINV].png.min,Binary Invert,103,1,28,0.931640625
2193,s1325_03[BINA].png.min,Binary,97,1,46,2.804931640625
2194,f1297_09[TZER].png.min,Thresh to Zero,61,3,28,1.43896484375
2195,s1444_01[BINV].png.min,Binary Invert,102,3,37,1.582275390625
2196,f1392_10[TOZI].png.min,Thresh to Zero Invert,188,3,38,0.78515625
2197,s1415_08[TOZI].png.min,Thresh to Zero Invert,202,5,12,1.422607421875
2198,f1453_07[TZER].png.min,Thresh to Zero,68,3,14,1.703125
2199,f1441_02[TRUC].png.min,Trunc,40,1,48,1.421875
2200,s1397_06[TRUC].png.min,Trunc,110,3,15,2.759033203125
2201,s1316_09.png.min,No Filter,108,3,42,1.383056640625
2202,s1439_01[TRUC].png.min,Trunc,59,5,7,2.576416015625
2203,f1292_07[TOZI].png.min,Thresh to Zero Invert,244,1,44,1.502685546875
2204,s1457_09[TRUC].png.min,Trunc,113,3,26,1.658447265625
2205,f1410_02[BINV].png.min,Binary Invert,103,1,52,2.2216796875
2206,f1449_07[TOZI].png.min,Thresh to Zero Invert,220,3,35,0.9921875
2207,s1267_05[TOZI].png.min,Thresh to Zero Invert,151,2,54,1.955322265625
2208,s1474_04.png.min,No Filter,128,3,29,2.15673828125
2209,f1256_07[TOZI].png.min,Thresh to Zero Invert,90,2,29,1.358642578125
2210,s1404_09[BINV].png.min,Binary Invert,76,3,26,1.385009765625
2211,f1269_04[TRUC].png.min,Trunc,156,3,36,1.26806640625
2212,s1375_02[TZER].png.min,Thresh to Zero,72,3,21,1.687744140625
2213,s1262_01.png.min,No Filter,168,1,56,1.501953125
2214,f1405_07[TOZI].png.min,Thresh to Zero Invert,189,3,28,2.688232421875
2215,s1377_08[TRUC].png.min,Trunc,193,2,58,0.0517578125
2216,f1331_04.png.min,No Filter,129,4,16,0.8818359375
2217,s1434_03[TRUC].png.min,Trunc,147,5,4,1.35205078125
2218,f1495_10[TRUC].png.min,Trunc,112,5,15,2.623046875
2219,f1463_02[BINV].png.min,Binary Invert,12,3,28,0.85302734375
2220,s1388_08.png.min,No Filter,164,2,16,1.162353515625
2221,f1414_08[BINV].png.min,Binary Invert,73,3,27,2.605224609375
2222,s1470_09[TRUC].png.min,Trunc,115,1,45,1.22705078125
2223,s1493_08[TRUC].png.min,Trunc,98,3,31,2.04638671875
2224,s1490_08[BINA].png.min,Binary,107,5,10,0.26953125
2225,f1443_03[TRUC].png.min,Trunc,110,2,38,2.103759765625
2226,f1335_08[BINV].png.min,Binary Invert,86,2,24,3.092529296875
2227,f1307_03[BINA].png.min,Binary,99,3,40,1.71435546875
2228,s1490_08[TOZI].png.min,Thresh to Zero Invert,254,5,17,2.42724609375
2229,f1251_03[TOZI].png.min,Thresh to Zero Invert,295,2,41,2.4765625
2230,f1290_10[BINV].png.min,Binary Invert,20,1,46,1.03564453125
2231,f1495_10.png.min,No Filter,121,3,27,2.58642578125
2232,s1387_02[BINA].png.min,Binary,96,2,43,0.9072265625
2233,s1362_01[TRUC].png.min,Trunc,118,2,22,2.89697265625
2234,s1289_09[BINV].png.min,Binary Invert,73,3,15,1.419921875
2235,s1277_08[TOZI].png.min,Thresh to Zero Invert,135,3,16,1.1728515625
2236,s1429_06.png.min,No Filter,110,3,29,1.644775390625
2237,f1408_03[BINV].png.min,Binary Invert,95,3,48,0.747314453125
2238,s1458_04[BINV].png.min,Binary Invert,38,2,48,2.4404296875
2239,f1289_09[TOZI].png.min,Thresh to Zero Invert,190,2,40,2.581787109375
2240,s1343_09[TOZI].png.min,Thresh to Zero Invert,137,4,16,0.057373046875
2241,f1425_01[TRUC].png.min,Trunc,186,4,7,2.3115234375
2242,s1273_08[TRUC].png.min,Trunc,89,1,43,1.14453125
2243,f1324_08[BINA].png.min,Binary,68,3,22,1.080322265625
2244,f1487_04.png.min,No Filter,156,3,9,1.204833984375
2245,s1354_07.png.min,No Filter,135,3,33,0.900146484375
